Person ID,Age,Gender,Undergraduate Major,Undergraduate GPA,Years of Work Experience,Current Job Title,Annual Salary (Before MBA),Has Management Experience,GRE/GMAT Score,Undergrad University Ranking,MBA Funding Source,Desired Post-MBA Role,Expected Post-MBA Salary,Location Preference (Post-MBA),Reason for MBA,Online vs. On-Campus MBA,Decided to Pursue MBA?,Salary Difference,Percent of Life Worked
5977,24,Male,Arts,3.72,4,Manager,32145.73,Yes,260,141,Self-funded,Finance Manager,120385.1,Domestic,Career Growth,On-Campus,Yes,88239.37000000001,0.166667
5978,30,Female,Engineering,4.0,5,Entrepreneur,46416.56,No,356,384,Loan,Consultant,130885.87,International,Networking,On-Campus,Yes,84469.31,0.166667
5979,31,Female,Economics,3.09,3,Engineer,34315.08,No,543,129,Self-funded,Startup Founder,130853.7,Domestic,Skill Enhancement,Online,No,96538.62,0.096774
5980,28,Male,Science,3.31,9,Consultant,121220.55,No,676,273,Employer,Marketing Director,150806.75,Domestic,Entrepreneurship,On-Campus,Yes,29586.199999999997,0.321429
5981,29,Male,Economics,3.33,8,Entrepreneur,79472.73,Yes,534,203,Employer,Executive,201305.58,International,Networking,On-Campus,Yes,121832.84999999999,0.275862
5982,28,Male,Engineering,3.28,2,Analyst,86949.63,No,546,449,Scholarship,Startup Founder,61682.64,International,Networking,Online,No,-25266.990000000005,0.071429
5983,30,Female,Engineering,4.0,1,Entrepreneur,100706.14,Yes,724,479,Self-funded,Consultant,93821.48,Domestic,Entrepreneurship,Online,Yes,-6884.6600000000035,0.033333
5984,24,Male,Science,2.64,10,Manager,84318.07,Yes,612,198,Loan,Startup Founder,102297.22,Domestic,Career Growth,On-Campus,No,17979.149999999994,0.416667
5985,29,Female,Science,2.32,7,Manager,69371.25,No,311,285,Scholarship,Marketing Director,179898.04,International,Networking,Online,Yes,110526.79000000001,0.241379
5986,22,Male,Business,2.48,9,Engineer,89520.09,Yes,720,209,Scholarship,Executive,141557.62,International,Networking,Online,Yes,52037.53,0.409091
5987,22,Male,Engineering,3.54,2,Entrepreneur,44314.38,Yes,425,99,Employer,Executive,95792.09,Domestic,Networking,On-Campus,Yes,51477.71,0.090909
5988,24,Female,Science,2.28,1,Consultant,109846.63,Yes,313,200,Loan,Startup Founder,87132.27,International,Skill Enhancement,On-Campus,No,-22714.36,0.041667
5989,29,Male,Engineering,4.0,11,Manager,68050.99,No,309,379,Employer,Startup Founder,86634.79,Domestic,Career Growth,On-Campus,Yes,18583.79999999999,0.37931
5990,34,Female,Business,2.84,5,Analyst,64148.29,Yes,361,504,Scholarship,Consultant,67533.99,International,Networking,Online,No,3385.7000000000044,0.147059
5991,22,Male,Arts,3.78,3,Entrepreneur,39917.23,Yes,789,196,Self-funded,Startup Founder,102909.98,International,Skill Enhancement,On-Campus,Yes,62992.74999999999,0.136364
5992,26,Female,Engineering,2.45,8,Consultant,95151.33,No,277,239,Loan,Finance Manager,133072.73,Domestic,Entrepreneurship,On-Campus,No,37921.40000000001,0.307692
5993,32,Female,Business,2.87,1,Consultant,97345.5,Yes,389,37,Scholarship,Executive,181757.63,Domestic,Entrepreneurship,On-Campus,No,84412.13,0.03125
5994,25,Female,Business,2.15,3,Consultant,69462.86,Yes,546,412,Scholarship,Executive,184855.34,Domestic,Skill Enhancement,On-Campus,Yes,115392.48,0.12
5995,27,Male,Business,2.74,0,Consultant,29500.33,Yes,756,250,Employer,Finance Manager,54026.12,Domestic,Career Growth,Online,Yes,24525.79,0.0
5996,25,Male,Economics,2.69,2,Manager,53484.46,No,409,71,Loan,Executive,134816.34,International,Career Growth,On-Campus,Yes,81331.88,0.08
5997,32,Male,Science,3.95,7,Engineer,67913.78,No,541,455,Scholarship,Consultant,153152.39,International,Career Growth,Online,Yes,85238.61000000002,0.21875
5998,33,Female,Engineering,2.9,2,Entrepreneur,89747.17,No,561,214,Self-funded,Finance Manager,183557.61,Domestic,Career Growth,Online,Yes,93810.43999999999,0.060606
5999,32,Female,Economics,3.44,0,Manager,45375.58,Yes,428,85,Scholarship,Marketing Director,166430.2,International,Career Growth,Online,Yes,121054.62000000001,0.0
6000,27,Male,Engineering,3.09,10,Engineer,52810.99,No,298,317,Loan,Startup Founder,178946.87,Domestic,Skill Enhancement,On-Campus,No,126135.88,0.37037
6001,34,Male,Economics,2.0,5,Consultant,106537.47,No,632,25,Scholarship,Finance Manager,96683.56,International,Career Growth,Online,Yes,-9853.910000000003,0.147059
6002,27,Male,Science,2.71,4,Analyst,78733.24,Yes,704,87,Employer,Consultant,241462.69,Domestic,Career Growth,Online,No,162729.45,0.148148
6003,25,Male,Business,2.12,1,Consultant,40585.72,No,260,237,Scholarship,Finance Manager,100398.29,International,Networking,Online,Yes,59812.56999999999,0.04
6004,34,Male,Engineering,3.42,6,Engineer,27987.08,No,444,166,Scholarship,Executive,209546.46,Domestic,Entrepreneurship,Online,No,181559.38,0.176471
6005,27,Male,Business,3.84,4,Engineer,47349.14,No,418,356,Loan,Executive,175329.2,International,Entrepreneurship,Online,Yes,127980.06000000001,0.148148
6006,26,Female,Science,2.61,0,Analyst,66806.11,No,344,107,Scholarship,Executive,175505.47,Domestic,Networking,On-Campus,Yes,108699.36,0.0
6007,33,Female,Engineering,3.26,5,Manager,46408.74,No,393,159,Scholarship,Executive,167153.52,Domestic,Networking,Online,No,120744.78,0.151515
6008,28,Other,Arts,2.03,8,Analyst,92285.28,No,688,8,Self-funded,Consultant,218442.69,International,Career Growth,Online,No,126157.41,0.285714
6009,22,Male,Arts,3.43,5,Consultant,62854.31,No,681,180,Self-funded,Startup Founder,145489.86,Domestic,Entrepreneurship,Online,No,82635.54999999999,0.227273
6010,22,Female,Arts,3.56,3,Entrepreneur,47252.0,No,490,15,Loan,Executive,135385.95,International,Networking,On-Campus,No,88133.95000000001,0.136364
6011,26,Female,Science,3.31,4,Manager,105606.02,Yes,494,209,Self-funded,Consultant,106784.84,International,Skill Enhancement,On-Campus,Yes,1178.8199999999924,0.153846
6012,33,Male,Arts,2.49,3,Entrepreneur,46081.49,Yes,493,182,Loan,Consultant,182400.03,International,Skill Enhancement,On-Campus,No,136318.54,0.090909
6013,35,Female,Engineering,2.48,5,Entrepreneur,77266.0,No,698,159,Loan,Consultant,164814.95,Domestic,Entrepreneurship,On-Campus,No,87548.95000000001,0.142857
6014,25,Male,Arts,3.34,8,Manager,64212.7,No,781,5,Scholarship,Marketing Director,98392.93,International,Networking,On-Campus,No,34180.229999999996,0.32
6015,22,Male,Engineering,3.71,6,Consultant,50990.67,Yes,771,117,Self-funded,Marketing Director,103847.07,International,Entrepreneurship,On-Campus,No,52856.40000000001,0.272727
6016,27,Male,Science,3.87,5,Engineer,48258.62,No,595,66,Self-funded,Finance Manager,83981.19,International,Entrepreneurship,On-Campus,Yes,35722.57,0.185185
6017,27,Male,Business,2.99,1,Consultant,95143.46,No,390,209,Employer,Consultant,106337.23,International,Entrepreneurship,On-Campus,Yes,11193.76999999999,0.037037
6018,34,Female,Economics,3.77,1,Engineer,90900.54,Yes,318,514,Self-funded,Marketing Director,122497.38,International,Networking,Online,No,31596.84000000001,0.029412
6019,32,Male,Arts,4.0,9,Engineer,109395.75,No,329,82,Self-funded,Marketing Director,126703.25,Domestic,Entrepreneurship,On-Campus,Yes,17307.5,0.28125
6020,22,Male,Economics,2.76,0,Manager,100324.34,No,350,178,Employer,Finance Manager,157739.22,Domestic,Career Growth,Online,No,57414.880000000005,0.0
6021,22,Male,Business,3.65,3,Manager,30360.07,Yes,310,232,Self-funded,Executive,195629.4,Domestic,Career Growth,Online,Yes,165269.33,0.136364
6022,28,Female,Science,2.64,8,Analyst,32584.76,Yes,643,439,Scholarship,Startup Founder,88240.3,International,Networking,On-Campus,Yes,55655.54000000001,0.285714
6023,28,Male,Science,2.48,2,Entrepreneur,51189.82,No,394,444,Employer,Startup Founder,92866.17,Domestic,Entrepreneurship,On-Campus,No,41676.35,0.071429
6024,29,Female,Business,2.37,0,Entrepreneur,90381.86,No,743,21,Employer,Consultant,173355.04,International,Entrepreneurship,On-Campus,Yes,82973.18000000001,0.0
6025,24,Female,Economics,3.2,2,Entrepreneur,57847.78,No,800,14,Self-funded,Finance Manager,94253.46,International,Skill Enhancement,On-Campus,No,36405.68000000001,0.083333
6026,22,Male,Arts,3.69,4,Entrepreneur,30882.58,Yes,264,425,Scholarship,Marketing Director,152429.41,International,Networking,On-Campus,No,121546.83,0.181818
6027,23,Male,Engineering,3.18,3,Analyst,41937.68,Yes,792,143,Scholarship,Consultant,206227.24,Domestic,Entrepreneurship,Online,Yes,164289.56,0.130435
6028,22,Female,Science,2.36,6,Engineer,123594.03,No,291,226,Self-funded,Executive,159526.79,Domestic,Entrepreneurship,On-Campus,No,35932.76000000001,0.272727
6029,28,Male,Business,2.38,0,Analyst,58732.74,No,431,355,Loan,Startup Founder,62926.84,Domestic,Networking,On-Campus,Yes,4194.0999999999985,0.0
6030,27,Male,Economics,3.37,4,Manager,129369.18,No,261,343,Loan,Consultant,84857.61,Domestic,Networking,Online,Yes,-44511.56999999999,0.148148
6031,31,Female,Arts,3.14,3,Consultant,123402.93,Yes,383,105,Self-funded,Marketing Director,202366.62,International,Entrepreneurship,On-Campus,No,78963.69,0.096774
6032,22,Male,Economics,2.97,2,Engineer,135574.1,No,695,322,Loan,Executive,152354.48,International,Skill Enhancement,Online,Yes,16780.380000000005,0.090909
6033,24,Male,Arts,2.31,6,Engineer,51415.28,No,578,57,Loan,Finance Manager,172908.5,International,Skill Enhancement,On-Campus,Yes,121493.22,0.25
6034,23,Male,Engineering,3.45,6,Analyst,97917.8,No,380,94,Scholarship,Startup Founder,216805.83,International,Networking,On-Campus,Yes,118888.02999999998,0.26087
6035,26,Male,Engineering,4.0,0,Manager,97302.74,No,579,278,Self-funded,Startup Founder,163645.58,International,Entrepreneurship,On-Campus,Yes,66342.83999999998,0.0
6036,30,Female,Business,3.05,5,Manager,62403.79,No,548,337,Self-funded,Startup Founder,172776.89,International,Skill Enhancement,On-Campus,Yes,110373.1,0.166667
6037,31,Female,Business,3.36,5,Engineer,92106.86,No,260,374,Scholarship,Marketing Director,86077.32,International,Networking,Online,Yes,-6029.539999999994,0.16129
6038,25,Female,Arts,4.0,0,Analyst,84564.69,Yes,386,224,Employer,Consultant,206217.79,International,Networking,Online,Yes,121653.1,0.0
6039,25,Female,Arts,3.35,4,Entrepreneur,48523.73,Yes,278,51,Self-funded,Marketing Director,193009.08,Domestic,Skill Enhancement,On-Campus,Yes,144485.34999999998,0.16
6040,26,Male,Arts,3.28,0,Engineer,68039.98,No,678,184,Scholarship,Startup Founder,166605.26,Domestic,Career Growth,Online,No,98565.28000000001,0.0
6041,33,Male,Arts,3.17,4,Entrepreneur,125272.02,Yes,290,290,Loan,Consultant,190511.85,Domestic,Career Growth,On-Campus,Yes,65239.83,0.121212
6042,29,Male,Engineering,2.72,3,Consultant,37200.73,No,662,361,Loan,Marketing Director,141634.41,Domestic,Career Growth,On-Campus,No,104433.68,0.103448
6043,22,Male,Business,2.88,3,Manager,59236.98,No,747,22,Scholarship,Startup Founder,174774.61,Domestic,Skill Enhancement,On-Campus,No,115537.62999999998,0.136364
6044,27,Other,Business,3.95,6,Engineer,60651.06,No,446,1,Self-funded,Startup Founder,178595.96,International,Skill Enhancement,On-Campus,Yes,117944.9,0.222222
6045,23,Female,Science,2.52,3,Consultant,84832.44,Yes,702,461,Self-funded,Finance Manager,147018.78,Domestic,Entrepreneurship,On-Campus,No,62186.34,0.130435
6046,32,Male,Business,3.9,7,Entrepreneur,29563.0,Yes,260,226,Loan,Marketing Director,80578.25,Domestic,Networking,On-Campus,No,51015.25,0.21875
6047,29,Male,Business,3.51,1,Engineer,109827.44,Yes,358,388,Self-funded,Finance Manager,160414.93,Domestic,Entrepreneurship,On-Campus,No,50587.48999999999,0.034483
6048,31,Male,Economics,2.65,5,Consultant,61781.65,No,692,38,Scholarship,Consultant,160278.5,Domestic,Networking,On-Campus,Yes,98496.85,0.16129
6049,31,Male,Economics,3.29,3,Engineer,79329.57,Yes,638,158,Self-funded,Finance Manager,110522.64,Domestic,Skill Enhancement,On-Campus,Yes,31193.069999999992,0.096774
6050,27,Male,Science,2.95,9,Consultant,33652.42,Yes,292,184,Employer,Startup Founder,61998.25,Domestic,Career Growth,Online,Yes,28345.83,0.333333
6051,23,Female,Arts,3.87,0,Consultant,52003.04,Yes,351,345,Scholarship,Executive,124766.46,Domestic,Entrepreneurship,On-Campus,No,72763.42000000001,0.0
6052,30,Female,Science,2.98,5,Entrepreneur,137890.82,No,792,336,Employer,Consultant,114869.36,Domestic,Skill Enhancement,Online,Yes,-23021.460000000006,0.166667
6053,28,Female,Science,3.89,3,Manager,49546.06,No,454,548,Loan,Marketing Director,197833.67,International,Entrepreneurship,On-Campus,Yes,148287.61000000002,0.107143
6054,30,Male,Engineering,3.18,4,Analyst,91041.85,No,690,452,Self-funded,Finance Manager,139082.19,Domestic,Entrepreneurship,Online,No,48040.34,0.133333
6055,37,Male,Business,3.55,3,Consultant,110031.68,Yes,751,433,Loan,Marketing Director,160439.94,International,Career Growth,On-Campus,No,50408.26000000001,0.081081
6056,22,Female,Engineering,4.0,2,Manager,103544.05,No,576,319,Loan,Executive,76444.04,International,Skill Enhancement,On-Campus,Yes,-27100.01000000001,0.090909
6057,26,Female,Business,2.22,0,Analyst,92480.74,No,377,184,Self-funded,Consultant,80831.59,Domestic,Networking,Online,Yes,-11649.150000000009,0.0
6058,31,Female,Science,3.81,5,Entrepreneur,40517.02,Yes,263,244,Employer,Startup Founder,206384.65,International,Entrepreneurship,On-Campus,Yes,165867.63,0.16129
6059,27,Female,Business,2.25,5,Engineer,97556.4,Yes,263,353,Employer,Finance Manager,143841.46,Domestic,Career Growth,On-Campus,Yes,46285.06,0.185185
6060,34,Female,Arts,3.33,1,Manager,71896.95,Yes,506,281,Employer,Finance Manager,156489.12,International,Entrepreneurship,On-Campus,Yes,84592.17,0.029412
6061,24,Female,Arts,3.1,4,Engineer,124016.01,Yes,602,454,Loan,Consultant,76661.8,Domestic,Career Growth,On-Campus,Yes,-47354.20999999999,0.166667
6062,22,Male,Science,3.59,7,Engineer,53035.58,No,570,370,Employer,Executive,57619.4,Domestic,Skill Enhancement,On-Campus,Yes,4583.82,0.318182
6063,24,Female,Economics,3.45,9,Analyst,85434.68,No,690,5,Loan,Consultant,122429.82,International,Entrepreneurship,On-Campus,Yes,36995.140000000014,0.375
6064,32,Male,Arts,2.06,11,Manager,76549.21,Yes,707,467,Employer,Finance Manager,129236.86,Domestic,Career Growth,On-Campus,No,52687.649999999994,0.34375
6065,22,Male,Science,2.07,1,Consultant,76071.84,No,642,229,Scholarship,Startup Founder,199908.37,International,Career Growth,Online,Yes,123836.53,0.045455
6066,26,Female,Engineering,3.32,10,Analyst,103467.7,No,656,522,Loan,Finance Manager,48919.69,International,Skill Enhancement,Online,No,-54548.009999999995,0.384615
6067,25,Male,Economics,2.78,3,Manager,45217.21,Yes,544,428,Self-funded,Executive,157767.69,International,Networking,On-Campus,No,112550.48000000001,0.12
6068,22,Male,Arts,2.2,1,Consultant,51148.18,Yes,700,393,Self-funded,Marketing Director,191960.26,Domestic,Entrepreneurship,On-Campus,Yes,140812.08000000002,0.045455
6069,26,Male,Science,2.08,6,Engineer,112685.5,No,380,283,Employer,Marketing Director,86378.5,International,Entrepreneurship,Online,Yes,-26307.0,0.230769
6070,22,Male,Science,2.86,11,Entrepreneur,30229.76,No,732,449,Loan,Consultant,181928.84,Domestic,Entrepreneurship,On-Campus,No,151699.08,0.5
6071,29,Male,Engineering,2.0,7,Entrepreneur,25455.86,Yes,664,457,Scholarship,Finance Manager,179616.05,International,Networking,On-Campus,No,154160.19,0.241379
6072,27,Male,Engineering,3.8,9,Analyst,33736.71,No,497,5,Employer,Executive,130367.96,International,Entrepreneurship,Online,Yes,96631.25,0.333333
6073,30,Male,Economics,3.95,2,Consultant,98739.89,No,455,180,Loan,Executive,214149.03,Domestic,Networking,Online,Yes,115409.14,0.066667
6074,30,Male,Arts,3.84,8,Consultant,64183.84,No,725,144,Employer,Marketing Director,177831.15,International,Networking,Online,Yes,113647.31,0.266667
6075,29,Other,Science,2.18,1,Entrepreneur,40813.65,No,705,169,Loan,Marketing Director,70978.43,Domestic,Skill Enhancement,On-Campus,Yes,30164.77999999999,0.034483
6076,28,Male,Economics,2.0,4,Consultant,43809.17,No,333,291,Loan,Consultant,88986.07,Domestic,Skill Enhancement,On-Campus,Yes,45176.90000000001,0.142857
6077,22,Male,Economics,2.95,2,Manager,116122.81,No,757,134,Scholarship,Consultant,86629.26,International,Career Growth,On-Campus,No,-29493.550000000003,0.090909
6078,31,Female,Engineering,3.65,5,Manager,75285.43,No,332,126,Scholarship,Executive,108085.02,Domestic,Entrepreneurship,Online,Yes,32799.59000000001,0.16129
6079,27,Female,Science,2.83,2,Entrepreneur,125058.57,Yes,651,374,Scholarship,Consultant,165000.58,Domestic,Entrepreneurship,Online,No,39942.00999999998,0.074074
6080,24,Female,Business,2.46,1,Engineer,54269.13,No,303,442,Self-funded,Startup Founder,127539.86,International,Networking,Online,Yes,73270.73000000001,0.041667
6081,22,Male,Engineering,2.3,7,Engineer,106377.87,Yes,800,197,Employer,Finance Manager,57902.9,Domestic,Networking,Online,No,-48474.969999999994,0.318182
6082,31,Female,Science,3.18,5,Engineer,99446.57,No,629,396,Loan,Startup Founder,166198.42,International,Entrepreneurship,Online,Yes,66751.85,0.16129
6083,26,Female,Economics,3.12,5,Entrepreneur,76341.72,Yes,505,391,Employer,Consultant,148552.72,International,Skill Enhancement,On-Campus,Yes,72211.0,0.192308
6084,28,Female,Economics,2.42,2,Analyst,81326.98,Yes,319,99,Scholarship,Startup Founder,201023.46,Domestic,Skill Enhancement,Online,Yes,119696.48,0.071429
6085,23,Female,Arts,3.08,1,Consultant,47677.6,Yes,298,305,Self-funded,Consultant,202262.97,Domestic,Career Growth,Online,Yes,154585.37,0.043478
6086,31,Female,Business,3.55,2,Manager,51895.59,No,518,51,Loan,Marketing Director,78187.59,Domestic,Career Growth,On-Campus,No,26292.0,0.064516
6087,26,Female,Engineering,3.03,0,Manager,27646.99,No,438,247,Employer,Finance Manager,93674.19,Domestic,Entrepreneurship,On-Campus,No,66027.2,0.0
6088,24,Female,Arts,3.6,8,Analyst,42277.51,No,436,408,Employer,Finance Manager,112824.25,International,Skill Enhancement,Online,No,70546.73999999999,0.333333
6089,30,Male,Arts,3.74,10,Consultant,55124.47,No,554,372,Loan,Executive,174584.44,International,Entrepreneurship,Online,No,119459.97,0.333333
6090,26,Female,Business,3.67,0,Engineer,57031.04,No,706,478,Employer,Consultant,122972.42,Domestic,Networking,On-Campus,Yes,65941.38,0.0
6091,28,Female,Engineering,3.09,0,Manager,98187.1,No,800,395,Scholarship,Consultant,149262.68,International,Networking,On-Campus,No,51075.57999999999,0.0
6092,31,Male,Engineering,3.78,5,Engineer,113919.04,No,531,337,Scholarship,Marketing Director,201784.57,International,Networking,Online,No,87865.53000000001,0.16129
6093,24,Other,Economics,3.94,8,Engineer,88207.27,No,435,282,Employer,Marketing Director,185115.55,Domestic,Networking,Online,Yes,96908.27999999998,0.333333
6094,30,Male,Engineering,2.72,11,Entrepreneur,127756.98,Yes,667,129,Scholarship,Consultant,189443.28,Domestic,Entrepreneurship,On-Campus,No,61686.3,0.366667
6095,23,Male,Arts,2.53,3,Entrepreneur,60363.17,No,444,442,Scholarship,Marketing Director,67821.24,International,Networking,Online,No,7458.070000000007,0.130435
6096,24,Female,Economics,3.99,4,Consultant,57200.25,No,752,230,Scholarship,Finance Manager,208343.17,Domestic,Entrepreneurship,Online,Yes,151142.92,0.166667
6097,22,Male,Engineering,2.43,2,Manager,51245.27,No,493,270,Employer,Finance Manager,132933.55,Domestic,Career Growth,On-Campus,No,81688.28,0.090909
